level_id,start_term,plan_id,degree_id,student_id,email,name,username,password,age,gender,active
GR,2081,2,2,100058,,,,,,,N
UG,2141,1,1,100059,,,,,,,N
GR,2161,1,2,100060,,,,,,,N
GR,2061,2,3,100061,,,,,,,N
GR,2071,2,2,100062,,,,,,,N
GR,2061,3,2,100063,,,,,,,N
GR,2071,2,2,100064,,,,,,,N
GR,2081,2,2,100065,,,,,,,N
GR,2101,2,2,100066,,,,,,,N
GR,2061,2,2,100067,,,,,,,N
GR,2101,2,2,100068,,,,,,,N
GR,2131,2,2,100069,,,,,,,N
GR,2077,1,2,100070,,,,,,,N
GR,2107,2,2,100071,,,,,,,N
GR,2067,2,2,100072,,,,,,,N
GR,2061,1,3,100073,,,,,,,N
GR,2061,1,2,100074,,,,,,,N
GR,2061,2,2,100075,,,,,,,N
GR,2127,1,2,100076,,,,,,,N
GR,2061,2,2,100077,,,,,,,N
GR,2151,1,2,100078,,,,,,,N
GR,2061,2,2,100079,,,,,,,N
GR,2071,1,2,100080,,,,,,,N
GR,2071,2,2,100081,,,,,,,N
GR,2091,1,2,100082,,,,,,,N
UG,2111,1,1,100083,,,,,,,N
GR,2071,1,3,100084,,,,,,,N
GR,2081,2,2,100085,,,,,,,N
GR,2071,2,2,100086,,,,,,,N
GR,2067,1,2,100087,,,,,,,N
GR,2071,2,2,100088,,,,,,,N
GR,2081,2,2,100089,,,,,,,N
GR,2101,1,2,100090,,,,,,,N
GR,2061,1,2,100091,,,,,,,N
GR,2067,2,2,100092,,,,,,,N
GR,2067,2,2,100093,,,,,,,N
GR,2071,2,2,100094,,,,,,,N
GR,2074,3,2,100095,,,,,,,N
GR,2081,2,2,100096,,,,,,,N
GR,2127,1,2,100097,,,,,,,N
GR,2061,2,2,100098,,,,,,,N
GR,2141,2,2,100099,,,,,,,N
GR,2061,2,2,100100,,,,,,,N
GR,2087,3,2,100101,,,,,,,N
GR,2084,2,2,100102,,,,,,,N
GR,2061,1,3,100103,,,,,,,N
GR,2191,1,2,100104,,,,,,,N
GR,2061,1,2,100105,,,,,,,N
GR,2064,2,2,100106,,,,,,,N
GR,2191,1,2,100107,,,,,,,N
GR,2084,1,2,100108,,,,,,,N
GR,2101,2,2,100109,,,,,,,N
GR,2081,1,2,100110,,,,,,,N
GR,2087,2,2,100111,,,,,,,N
GR,2091,2,2,100112,,,,,,,N
GR,2091,2,2,100113,,,,,,,N
GR,2101,2,2,100114,,,,,,,N
GR,2081,2,2,100115,,,,,,,N
GR,2081,1,2,100116,,,,,,,N
GR,2081,2,2,100117,,,,,,,N
GR,2077,2,2,100118,,,,,,,N
GR,2101,2,2,100119,,,,,,,N
GR,2101,1,2,100120,,,,,,,N
GR,2077,2,2,100121,,,,,,,N
GR,2091,2,2,100122,,,,,,,N
GR,2101,3,2,100123,,,,,,,N
GR,2121,2,2,100124,,,,,,,N
GR,2077,2,2,100125,,,,,,,N
GR,2121,1,2,100126,,,,,,,N
GR,2121,1,2,104404,,,,,,,N
GR,2087,2,2,100127,,,,,,,N
UG,2121,1,1,100128,,,,,,,N
UG,2121,1,1,101003,,,,,,,N
GR,2101,2,2,100129,,,,,,,N
GR,2107,2,2,100130,,,,,,,N
GR,2087,2,2,100131,,,,,,,N
GR,2091,1,2,100132,,,,,,,N
GR,2101,2,2,100133,,,,,,,N
GR,2101,2,2,100134,,,,,,,N
GR,2111,2,2,100135,,,,,,,N
GR,2131,2,2,100136,,,,,,,N
GR,2081,2,2,100137,,,,,,,N
GR,2081,2,2,100138,,,,,,,N
GR,2151,2,2,100139,,,,,,,N
GR,2077,2,2,100140,,,,,,,N
GR,2091,1,2,100141,,,,,,,N
GR,2091,2,2,100142,,,,,,,N
GR,2091,2,3,100143,,,,,,,N
GR,2141,1,2,100144,,,,,,,N
GR,2101,2,2,100145,,,,,,,N
UG,2081,1,1,100146,,,,,,,N
GR,2081,2,2,100147,,,,,,,N
GR,2091,2,2,100148,,,,,,,N
GR,2081,1,2,100149,,,,,,,N
GR,2101,2,2,100150,,,,,,,N
GR,2104,1,2,100151,,,,,,,N
GR,2151,2,2,100152,,,,,,,N
GR,2081,3,2,100153,,,,,,,N
GR,2081,2,2,100154,,,,,,,N
GR,2091,2,2,100155,,,,,,,N
GR,2091,2,2,100156,,,,,,,N
GR,2091,2,2,100157,,,,,,,N
GR,2111,1,2,100158,,,,,,,N
GR,2141,2,2,100159,,,,,,,N
GR,2091,2,2,100160,,,,,,,N
GR,2084,2,2,100161,,,,,,,N
GR,2091,2,2,100162,,,,,,,N
GR,2077,2,2,100163,,,,,,,N
GR,2091,2,2,100164,,,,,,,N
GR,2107,2,2,100165,,,,,,,N
GR,2131,1,2,100166,,,,,,,N
GR,2091,1,2,100167,,,,,,,N
GR,2161,1,2,100168,,,,,,,N
GR,2161,1,2,100975,,,,,,,N
GR,2104,2,2,100169,,,,,,,N
GR,2111,2,2,100170,,,,,,,N
UG,2111,1,1,100171,,,,,,,N
GR,2121,1,2,100172,,,,,,,N
GR,2134,1,2,100173,,,,,,,N
GR,2131,1,2,100174,,,,,,,N
GR,2121,2,2,100175,,,,,,,N
GR,2194,1,2,100176,,,,,,,N
GR,2111,1,2,100177,,,,,,,N
GR,2121,2,2,100178,,,,,,,N
GR,2121,2,2,100179,,,,,,,N
GR,2111,1,2,100180,,,,,,,N
GR,2121,2,2,100181,,,,,,,N
UG,2121,1,1,100182,,,,,,,N
GR,2131,1,2,100183,,,,,,,N
GR,2131,2,2,100184,,,,,,,N
GR,2101,2,2,100185,,,,,,,N
GR,2121,1,2,100186,,,,,,,N
GR,2141,3,2,100187,,,,,,,N
GR,2131,1,2,100188,,,,,,,N
GR,2131,2,2,100189,,,,,,,N
GR,2101,3,2,100190,,,,,,,N
GR,2111,2,2,100191,,,,,,,N
GR,2111,2,2,100192,,,,,,,N
GR,2121,2,2,100193,,,,,,,N
GR,2114,2,2,100194,,,,,,,N
GR,2131,2,2,100195,,,,,,,N
GR,2177,1,2,100196,,,,,,,N
GR,2141,2,2,100197,,,,,,,N
GR,2131,2,2,100198,,,,,,,N
GR,2121,2,2,100199,,,,,,,N
GR,2131,1,2,100200,,,,,,,N
UG,2114,1,1,100201,,,,,,,N
GR,2121,1,3,100202,,,,,,,N
GR,2121,1,2,100203,,,,,,,N
GR,2131,2,2,100204,,,,,,,N
GR,2141,2,2,100205,,,,,,,N
GR,2141,2,2,100206,,,,,,,N
UG,2114,1,1,100207,,,,,,,N
GR,2131,1,2,100208,,,,,,,N
GR,2131,3,2,100209,,,,,,,N
GR,2131,1,2,100210,,,,,,,N
GR,2141,2,2,100211,,,,,,,N
GR,2124,2,2,100212,,,,,,,N
GR,2141,2,2,100213,,,,,,,N
GR,2121,2,2,100214,,,,,,,N
GR,2124,1,2,100215,,,,,,,N
GR,2151,2,2,100216,,,,,,,N
GR,2121,1,2,100217,,,,,,,N
GR,2121,2,2,100218,,,,,,,N
GR,2121,1,2,100219,,,,,,,N
GR,2171,2,2,100220,,,,,,,N
GR,2191,1,2,100221,,,,,,,N
GR,2131,2,2,100222,,,,,,,N
GR,2151,2,2,100223,,,,,,,N
GR,2141,3,2,100224,,,,,,,N
GR,2141,2,2,100225,,,,,,,N
GR,2161,1,2,100226,,,,,,,N
GR,2151,1,2,100227,,,,,,,N
GR,2154,1,2,100228,,,,,,,N
GR,2124,2,2,100229,,,,,,,N
UG,2191,1,1,100230,,,,,,,N
GR,2141,1,2,100231,,,,,,,N
GR,2141,1,2,100232,,,,,,,N
GR,2151,2,2,100233,,,,,,,N
GR,2131,1,2,100234,,,,,,,N
GR,2151,1,2,100235,,,,,,,N
GR,2151,2,2,100236,,,,,,,N
GR,2151,1,2,100237,,,,,,,N
GR,2141,2,2,100238,,,,,,,N
GR,2131,2,2,100239,,,,,,,N
GR,2151,3,2,100240,,,,,,,N
GR,2151,1,2,100241,,,,,,,N
GR,2161,1,2,100242,,,,,,,N
GR,2171,2,3,100243,,,,,,,N
GR,2161,1,2,100244,,,,,,,N
GR,2161,1,2,100245,,,,,,,N
GR,2181,4,3,100246,,,,,,,N
GR,2171,1,3,100247,,,,,,,N
GR,2181,2,2,100248,,,,,,,N
GR,2151,3,2,100249,,,,,,,N
GR,2187,3,2,100250,,,,,,,N
GR,2141,3,2,100251,,,,,,,N
GR,2161,1,3,100252,,,,,,,N
GR,2171,1,2,100253,,,,,,,N
GR,2181,1,2,100254,,,,,,,N
GR,2171,1,2,100255,,,,,,,N
UG,2181,1,1,100256,,,,,,,N
GR,2161,1,2,100257,,,,,,,N
GR,2191,1,2,100258,,,,,,,N
UG,2171,1,1,100259,,,,,,,N
GR,2167,1,2,100260,,,,,,,N
GR,2171,2,3,100261,,,,,,,N
GR,2191,1,2,100262,,,,,,,N
UG,2184,1,1,100263,,,,,,,N
GR,2184,4,2,100264,,,,,,,N
GR,2161,2,2,100265,,,,,,,N
GR,2161,1,2,100266,,,,,,,N
GR,2171,2,2,100267,,,,,,,N
GR,2181,2,2,100268,,,,,,,N
GR,2171,2,2,100269,,,,,,,N
GR,2171,2,2,100270,,,,,,,N
GR,2181,1,2,100271,,,,,,,N
UG,2164,1,1,100272,,,,,,,N
GR,2181,1,2,100273,,,,,,,N
UG,2184,1,1,100274,,,,,,,N
GR,2174,1,2,100275,,,,,,,N
GR,2171,2,2,100276,,,,,,,N
GR,2191,1,2,100277,,,,,,,N
GR,2151,3,2,100278,,,,,,,N
GR,2161,2,2,100279,,,,,,,N
GR,2161,1,2,100280,,,,,,,N
GR,2161,1,2,100281,,,,,,,N
GR,2161,2,2,100282,,,,,,,N
GR,2191,5,2,100283,,,,,,,N
GR,2191,1,2,100284,,,,,,,N
GR,2171,1,2,100285,,,,,,,N
GR,2171,1,2,100286,,,,,,,N
GR,2191,1,2,100287,,,,,,,N
GR,2181,1,2,100288,,,,,,,N
GR,2191,1,2,100289,,,,,,,N
GR,2191,1,2,100290,,,,,,,N
GR,2191,1,2,100291,,,,,,,N
GR,2191,4,3,100292,,,,,,,N
GR,2181,1,2,100293,,,,,,,N
GR,2191,1,2,100294,,,,,,,N
GR,2121,2,2,100295,,,,,,,N
GR,2097,2,2,100296,,,,,,,N
UG,2191,1,1,100297,,,,,,,N
GR,2191,1,2,100298,,,,,,,N
GR,2191,1,2,100299,,,,,,,N
GR,2161,2,2,100300,,,,,,,N
GR,2181,1,2,100301,,,,,,,N
GR,2181,2,2,100302,,,,,,,N
GR,2061,2,3,100303,,,,,,,N
GR,2061,2,2,100304,,,,,,,N
GR,2084,2,2,100305,,,,,,,N
GR,2081,1,2,100306,,,,,,,N
GR,2061,1,3,100307,,,,,,,N
GR,2067,2,2,100308,,,,,,,N
GR,2061,2,3,100309,,,,,,,N
GR,2077,2,2,100310,,,,,,,N
GR,2071,2,2,100311,,,,,,,N
GR,2111,1,2,100312,,,,,,,N
GR,2111,1,2,100405,,,,,,,N
GR,2121,3,2,100313,,,,,,,N
GR,2121,3,2,102342,,,,,,,N
UG,2094,1,1,100314,,,,,,,N
UG,2061,1,1,100315,,,,,,,N
UG,2061,1,1,100316,,,,,,,N
GR,2061,1,2,100317,,,,,,,N
GR,2061,1,2,100318,,,,,,,N
GR,2061,2,2,100319,,,,,,,N
UG,2061,1,1,100320,,,,,,,N
GR,2111,1,2,100321,,,,,,,N
GR,2061,2,3,100322,,,,,,,N
GR,2061,2,2,100323,,,,,,,N
GR,2061,1,2,100324,,,,,,,N
GR,2144,1,2,100325,,,,,,,N
GR,2061,2,2,100326,,,,,,,N
GR,2071,1,2,100327,,,,,,,N
GR,2061,2,2,100328,,,,,,,N
GR,2071,2,2,100329,,,,,,,N
GR,2061,2,2,100330,,,,,,,N
GR,2131,2,2,100331,,,,,,,N
GR,2061,2,2,100332,,,,,,,N
GR,2061,2,2,100333,,,,,,,N
GR,2061,3,2,100334,,,,,,,N
GR,2074,2,2,100335,,,,,,,N
GR,2094,1,2,100336,,,,,,,N
UG,2061,1,1,100337,,,,,,,N
GR,2121,3,2,100338,,,,,,,N
GR,2061,1,2,100339,,,,,,,N
GR,2061,2,2,100340,,,,,,,N
GR,2061,3,2,100341,,,,,,,N
GR,2097,1,2,100342,,,,,,,N
UG,2127,1,1,100343,,,,,,,N
GR,2191,1,2,100344,,,,,,,N
GR,2111,1,2,100345,,,,,,,N
GR,2061,2,2,100346,,,,,,,N
GR,2061,2,3,100347,,,,,,,N
GR,2064,2,2,100348,,,,,,,N
UG,2061,1,1,100349,,,,,,,N
GR,2071,2,2,100350,,,,,,,N
GR,2061,2,2,100351,,,,,,,N
GR,2061,2,3,100352,,,,,,,N
GR,2061,2,2,100353,,,,,,,N
GR,2061,2,3,100354,,,,,,,N
GR,2067,1,2,100355,,,,,,,N
GR,2087,2,2,100356,,,,,,,N
GR,2071,3,2,100357,,,,,,,N
GR,2061,2,2,100358,,,,,,,N
GR,2081,1,2,100359,,,,,,,N
GR,2081,2,2,100360,,,,,,,N
GR,2081,2,2,100361,,,,,,,N
GR,2071,1,3,100362,,,,,,,N
GR,2061,1,2,100363,,,,,,,N
UG,2061,1,1,100364,,,,,,,N
GR,2111,1,2,100365,,,,,,,N
GR,2061,2,2,100366,,,,,,,N
UG,2061,1,1,100367,,,,,,,N
UG,2061,1,1,104299,,,,,,,N
GR,2061,2,2,100368,,,,,,,N
GR,2061,1,3,100369,,,,,,,N
GR,2061,2,2,100370,,,,,,,N
GR,2067,2,2,100371,,,,,,,N
GR,2071,2,2,100372,,,,,,,N
GR,2064,2,2,100373,,,,,,,N
GR,2114,1,2,100374,,,,,,,N
GR,2111,2,2,100375,,,,,,,N
GR,2061,2,2,100376,,,,,,,N
GR,2091,2,2,100377,,,,,,,N
GR,2061,2,2,100378,,,,,,,N
GR,2071,2,2,100379,,,,,,,N
GR,2081,3,2,100380,,,,,,,N
GR,2061,2,2,100381,,,,,,,N
GR,2061,2,2,100382,,,,,,,N
GR,2061,2,2,100383,,,,,,,N
GR,2061,2,2,100384,,,,,,,N
GR,2171,2,2,100385,,,,,,,N
GR,2141,2,2,100386,,,,,,,N
GR,2144,1,2,100387,,,,,,,N
UG,2061,1,1,100388,,,,,,,N
GR,2071,2,2,100389,,,,,,,N
GR,2067,2,2,100390,,,,,,,N
GR,2074,2,2,100391,,,,,,,N
GR,2161,2,2,100392,,,,,,,N
GR,2061,2,2,100393,,,,,,,N
GR,2081,2,2,100394,,,,,,,N
GR,2151,2,2,100395,,,,,,,N
GR,2091,1,2,100396,,,,,,,N
GR,2071,2,2,100397,,,,,,,N
UG,2157,1,1,100398,,,,,,,N
GR,2074,3,2,100399,,,,,,,N
GR,2077,2,2,100400,,,,,,,N
GR,2061,3,2,100401,,,,,,,N
GR,2087,2,2,100402,,,,,,,N
GR,2087,2,2,100403,,,,,,,N
GR,2101,3,2,100404,,,,,,,N
UG,2081,1,1,100312,,,,,,,N
UG,2081,1,1,100405,,,,,,,N
GR,2081,2,2,100406,,,,,,,N
GR,2061,3,2,100407,,,,,,,N
GR,2151,1,2,100408,,,,,,,N
GR,2091,2,2,100409,,,,,,,N
GR,2081,2,2,100410,,,,,,,N
GR,2101,2,2,100411,,,,,,,N
GR,2091,1,2,100412,,,,,,,N
GR,2111,1,2,100413,,,,,,,N
GR,2077,2,2,100414,,,,,,,N
GR,2081,2,2,100415,,,,,,,N
GR,2091,2,2,100416,,,,,,,N
GR,2091,2,2,100417,,,,,,,N
GR,2091,2,2,100418,,,,,,,N
GR,2081,2,2,100419,,,,,,,N
GR,2091,1,2,100420,,,,,,,N
GR,2091,1,2,100421,,,,,,,N
GR,2091,2,2,100422,,,,,,,N
GR,2091,2,2,100423,,,,,,,N
GR,2101,1,2,100424,,,,,,,N
GR,2061,2,2,100425,,,,,,,N
GR,2084,3,2,100426,,,,,,,N
GR,2081,2,2,100427,,,,,,,N
GR,2101,2,2,100428,,,,,,,N
GR,2101,2,2,100429,,,,,,,N
GR,2091,2,2,100430,,,,,,,N
GR,2111,2,2,100431,,,,,,,N
GR,2111,1,2,100432,,,,,,,N
GR,2081,1,2,100433,,,,,,,N
GR,2111,1,2,100434,,,,,,,N
GR,2101,1,2,100435,,,,,,,N
GR,2107,2,2,100436,,,,,,,N
GR,2091,2,2,100437,,,,,,,N
GR,2111,2,2,100438,,,,,,,N
GR,2097,2,2,100439,,,,,,,N
GR,2094,1,2,100440,,,,,,,N
GR,2097,2,2,100441,,,,,,,N
GR,2091,2,2,100442,,,,,,,N
GR,2171,2,2,100443,,,,,,,N
GR,2111,2,2,100444,,,,,,,N
GR,2077,2,2,100445,,,,,,,N
GR,2111,2,2,100446,,,,,,,N
GR,2121,2,2,100447,,,,,,,N
GR,2111,2,2,100448,,,,,,,N
GR,2141,2,2,100449,,,,,,,N
UG,2114,1,1,100450,,,,,,,N
GR,2181,1,2,100451,,,,,,,N
GR,2101,2,2,100452,,,,,,,N
GR,2087,2,2,100453,,,,,,,N
GR,2101,2,2,100454,,,,,,,N
GR,2101,2,2,100455,,,,,,,N
UG,2111,1,1,100456,,,,,,,N
GR,2134,1,2,100457,,,,,,,N
GR,2141,1,2,100458,,,,,,,N
UG,2081,1,1,100459,,,,,,,N
GR,2111,2,2,100460,,,,,,,N
GR,2111,1,2,100461,,,,,,,N
GR,2111,2,2,100462,,,,,,,N
GR,2111,2,2,100463,,,,,,,N
GR,2111,2,2,100464,,,,,,,N
GR,2084,1,2,100465,,,,,,,N
GR,2121,1,3,100466,,,,,,,N
GR,2111,2,2,100467,,,,,,,N
GR,2131,2,2,100468,,,,,,,N
GR,2111,2,2,100469,,,,,,,N
GR,2111,2,2,100470,,,,,,,N
GR,2114,1,2,100471,,,,,,,N
GR,2141,1,2,100472,,,,,,,N
GR,2101,2,2,100473,,,,,,,N
GR,2191,1,2,100474,,,,,,,N
GR,2131,1,2,100475,,,,,,,N
GR,2131,2,2,100476,,,,,,,N
GR,2141,2,2,100477,,,,,,,N
GR,2141,1,2,100478,,,,,,,N
GR,2091,2,2,100479,,,,,,,N
GR,2091,1,2,100480,,,,,,,N
GR,2081,1,2,100481,,,,,,,N
GR,2094,3,2,100482,,,,,,,N
UG,2094,1,1,100483,,,,,,,N
GR,2131,2,2,100484,,,,,,,N
GR,2111,2,2,100485,,,,,,,N
GR,2111,2,2,100486,,,,,,,N
GR,2121,1,2,100487,,,,,,,N
GR,2131,1,2,100488,,,,,,,N
GR,2131,2,2,100489,,,,,,,N
GR,2111,1,2,100490,,,,,,,N
GR,2124,1,2,100491,,,,,,,N
GR,2131,1,2,100492,,,,,,,N
GR,2151,1,2,100493,,,,,,,N
GR,2114,1,2,100494,,,,,,,N
GR,2131,1,2,100495,,,,,,,N
GR,2111,2,2,100496,,,,,,,N
GR,2121,2,2,100497,,,,,,,N
GR,2151,2,2,100498,,,,,,,N
GR,2151,1,2,100499,,,,,,,N
GR,2181,4,2,100500,,,,,,,N
GR,2181,1,2,100501,,,,,,,N
GR,2131,1,2,100502,,,,,,,N
GR,2161,1,2,100503,,,,,,,N
GR,2161,1,2,100504,,,,,,,N
GR,2161,3,2,100505,,,,,,,N
GR,2151,1,2,100506,,,,,,,N
GR,2161,1,2,100507,,,,,,,N
GR,2141,3,2,100508,,,,,,,N
GR,2131,1,2,100509,,,,,,,N
GR,2141,2,2,100510,,,,,,,N
GR,2131,2,2,100511,,,,,,,N
GR,2161,1,2,100512,,,,,,,N
GR,2171,1,2,100513,,,,,,,N
GR,2121,1,2,100514,,,,,,,N
GR,2181,1,2,100515,,,,,,,N
GR,2141,1,2,100516,,,,,,,N
GR,2151,1,2,100517,,,,,,,N
GR,2154,1,2,100518,,,,,,,N
GR,2151,3,2,100519,,,,,,,N
GR,2161,1,2,100520,,,,,,,N
GR,2161,1,3,100521,,,,,,,N
GR,2121,2,2,100522,,,,,,,N
GR,2131,2,2,100523,,,,,,,N
GR,2171,1,2,100524,,,,,,,N
GR,2181,1,2,100525,,,,,,,N
GR,2181,2,2,100526,,,,,,,N
GR,2161,1,2,100527,,,,,,,N
GR,2181,1,2,100528,,,,,,,N
GR,2201,4,2,100529,,,,,,,N
GR,2151,1,2,100530,,,,,,,N
GR,2164,1,3,100531,,,,,,,N
GR,2181,1,2,100532,,,,,,,N
GR,2091,2,2,100533,,,,,,,N
GR,2101,2,2,100534,,,,,,,N
GR,2161,1,2,100535,,,,,,,N
GR,2151,1,2,100536,,,,,,,N
UG,2101,1,1,100537,,,,,,,N
UG,2154,1,1,100538,,,,,,,N
GR,2171,2,2,100539,,,,,,,N
GR,2181,1,2,100540,,,,,,,N
GR,2181,2,2,100541,,,,,,,N
GR,2181,1,2,100542,,,,,,,N
GR,2191,1,2,100543,,,,,,,N
GR,2191,1,2,100544,,,,,,,N
UG,2191,1,1,100545,,,,,,,N
GR,2181,1,2,100546,,,,,,,N
GR,2184,1,2,100547,,,,,,,N
GR,2151,1,2,100548,,,,,,,N
GR,2171,1,2,100549,,,,,,,N
GR,2141,1,2,100550,,,,,,,N
UG,2194,1,1,100551,,,,,,,N
GR,2131,2,3,100552,,,,,,,N
GR,2124,2,2,100553,,,,,,,N
GR,2131,1,2,100554,,,,,,,N
GR,2131,2,2,100555,,,,,,,N
GR,2151,1,2,100556,,,,,,,N
GR,2184,1,2,100557,,,,,,,N
GR,2111,2,2,100558,,,,,,,N
GR,2181,2,2,100559,,,,,,,N
GR,2131,1,2,100560,,,,,,,N
UG,2151,1,1,100561,,,,,,,N
GR,2161,1,2,100562,,,,,,,N
GR,2181,1,2,100563,,,,,,,N
GR,2181,2,2,100564,,,,,,,N
GR,2201,4,2,100565,,,,,,,N
UG,2191,1,1,100566,,,,,,,N
GR,2181,1,2,100567,,,,,,,N
GR,2181,3,2,100568,,,,,,,N
GR,2181,1,2,100569,,,,,,,N
GR,2191,1,2,100570,,,,,,,N
GR,2191,1,2,100571,,,,,,,N
GR,2151,2,2,100572,,,,,,,N
GR,2157,1,2,100573,,,,,,,N
GR,2131,2,2,100574,,,,,,,N
GR,2171,1,2,100575,,,,,,,N
UG,2181,4,1,100576,,,,,,,N
GR,2191,3,2,100577,,,,,,,N
GR,2181,1,2,100578,,,,,,,N
GR,2191,1,2,100579,,,,,,,N
GR,2197,1,2,100580,,,,,,,N
GR,2191,1,2,100581,,,,,,,N
GR,2191,1,2,100582,,,,,,,N
GR,2191,4,2,100583,,,,,,,N
GR,2191,1,2,100584,,,,,,,N
GR,2181,1,2,100585,,,,,,,N
GR,2077,2,2,100586,,,,,,,N
GR,2061,2,2,100587,,,,,,,N
GR,2184,1,2,100588,,,,,,,N
GR,2191,1,2,100589,,,,,,,N
GR,2181,1,2,100590,,,,,,,N
GR,2077,2,2,100591,,,,,,,N
GR,2081,2,2,100592,,,,,,,N
GR,2091,2,2,100593,,,,,,,N
UG,2061,1,1,100594,,,,,,,N
GR,2061,2,2,100595,,,,,,,N
GR,2061,2,2,100596,,,,,,,N
GR,2111,2,3,100597,,,,,,,N
GR,2141,2,2,100598,,,,,,,N
GR,2081,2,2,100599,,,,,,,N
GR,2081,2,2,103253,,,,,,,N
GR,2101,2,2,100600,,,,,,,N
GR,2061,1,3,100601,,,,,,,N
GR,2061,1,2,100602,,,,,,,N
GR,2061,2,2,100603,,,,,,,N
GR,2061,2,2,100604,,,,,,,N
UG,2061,1,1,100605,,,,,,,N
UG,2061,1,1,100606,,,,,,,N
GR,2061,2,2,100607,,,,,,,N
UG,2061,1,1,100608,,,,,,,N
GR,2061,2,2,100609,,,,,,,N
GR,2061,2,2,100610,,,,,,,N
GR,2061,2,2,100611,,,,,,,N
GR,2061,2,2,100612,,,,,,,N
GR,2061,2,2,100613,,,,,,,N
GR,2121,2,2,100614,,,,,,,N
GR,2061,2,2,100615,,,,,,,N
GR,2067,2,2,100616,,,,,,,N
GR,2114,2,2,100617,,,,,,,N
GR,2061,2,2,100618,,,,,,,N
GR,2151,2,2,100619,,,,,,,N
GR,2171,1,2,100620,,,,,,,N
GR,2101,2,2,100621,,,,,,,N
GR,2121,2,2,100622,,,,,,,N
GR,2117,2,2,100623,,,,,,,N
GR,2081,1,2,100624,,,,,,,N
GR,2104,2,2,100625,,,,,,,N
GR,2061,2,2,100626,,,,,,,N
UG,2061,1,1,100627,,,,,,,N
GR,2061,2,2,100628,,,,,,,N
GR,2061,2,2,100629,,,,,,,N
GR,2061,2,2,100630,,,,,,,N
GR,2071,2,2,100631,,,,,,,N
GR,2181,2,2,100632,,,,,,,N
GR,2061,2,2,100633,,,,,,,N
GR,2061,2,2,100634,,,,,,,N
GR,2081,2,2,100635,,,,,,,N
GR,2091,2,2,100636,,,,,,,N
GR,2091,2,2,100637,,,,,,,N
GR,2061,2,2,100638,,,,,,,N
GR,2077,2,2,100639,,,,,,,N
GR,2094,2,2,100640,,,,,,,N
GR,2061,2,2,100641,,,,,,,N
UG,2077,1,1,100642,,,,,,,N
GR,2061,2,2,100643,,,,,,,N
GR,2061,2,2,100644,,,,,,,N
GR,2151,2,2,100645,,,,,,,N
GR,2067,2,2,100646,,,,,,,N
UG,2061,1,1,100647,,,,,,,N
GR,2111,2,2,100648,,,,,,,N
GR,2081,2,2,100649,,,,,,,N
GR,2077,2,2,100650,,,,,,,N
GR,2077,2,2,100651,,,,,,,N
GR,2091,2,2,100652,,,,,,,N
GR,2091,2,2,100653,,,,,,,N
